-4.268862,-6.7612257,5.8634,-0.059864793,-0.004886922,-0.02687807
-5.17387,-8.664616,4.9703627,-0.6927212,0.02076942,0.3494149
-11.073183,-8.209718,4.7429137,-0.18692477,-0.043982297,-0.07574729
-3.6032736,-5.4683566,6.1100025,0.61575216,0.29565877,-0.593761
0.22984336,-5.4324436,7.5800424,0.73548174,-0.13439035,0.344528
-6.8689647,-4.4963107,5.674258,0.50701815,0.17348573,0.16493362
-7.1083846,-5.2026005,7.029376,-0.29810223,0.35430184,-0.40561453
-1.2210429,-3.2680852,7.8290396,0.67073005,-0.029321533,0.12705997
-8.032547,-3.3399115,6.3326635,0.38240165,0.02321288,0.16493362
-3.7972038,-3.8474822,6.4404025,0.26267207,0.5143485,-0.5742133
-4.608838,-4.2066126,7.6231384,-0.062308256,-0.37751472,0.893085
-10.213664,-3.2321723,5.559336,0.50701815,0.15515977,0.0012217305
-3.9456444,-3.8355112,6.7085533,0.41783184,0.18936823,-0.14538592
-5.935226,-2.920926,8.087613,0.14905111,-0.38973203,0.16737708
-6.885724,-3.2034419,6.9719152,-0.38240165,0.087964594,-0.5510005
-1.541866,-5.3678,7.548918,-0.013439035,0.16737708,0.17837265
-7.529764,-2.834735,5.094861,0.015882496,0.02076942,0.105068825
-4.8027687,-3.3614593,6.7492547,0.19914207,0.20647246,-0.5021312
-2.731784,-6.3901243,7.2951326,-0.88453287,-0.4202753,0.25411993
-9.090784,-5.1523223,5.8226986,0.042760566,0.1685988,-0.06719518
-4.2161894,-4.110844,6.14831,0.70738196,0.5900958,-0.06352998
-4.271256,-5.1116204,5.791574,-0.29077184,-0.0012217305,0.79779
-9.998186,-4.3598413,5.133168,0.41538838,0.25900686,0.5338962
-5.8634,0.15562311,3.9384618,0.29565877,0.5900958,-0.30665436
-5.0661306,-4.3526587,5.777209,-1.5137241,-0.16615535,0.36285394
-12.545617,-3.6128504,4.1491513,0.23945917,0.16126843,-0.3286455
-4.675876,-4.663905,3.3614593,0.68783426,0.61453044,-0.30787608
-10.635044,-3.2968156,1.3503298,0.32620203,-0.24678956,0.50701815
-8.075643,-2.8898015,4.110844,-0.376293,0.31398472,-1.0177015
-4.381389,-5.889736,3.4141316,-1.2144,-0.18448131,0.24923302
-6.1866174,-5.57849,5.8203044,0.12583824,-0.064751714,0.28221974
-13.709199,-6.703765,0.59855044,-0.14905111,0.05375614,-0.89919364
-2.9352913,-5.7365074,2.5354595,0.86620694,0.26145032,-0.5546656
-10.563218,-7.6710224,2.6551697,-0.014660766,-0.22724187,0.49846604
-4.390966,-5.48751,3.1148565,0.6414085,0.46670106,-0.63529986
-9.337387,-5.1930237,2.8060043,0.4166101,-0.829555,0.81489426
-7.2927384,-6.1770406,4.644751,-0.7611381,0.59864795,-1.1972959
-1.0414777,-5.935226,3.8977604,0.24923302,-0.36041048,0.7171558
-13.55597,-8.4347725,2.4420857,-0.7244862,0.38362336,-0.37384954
-3.8163576,-6.679823,2.4061728,0.5412266,0.48380527,-0.312763
-9.184157,-6.6175733,0.80205756,0.004886922,-0.46303585,0.54611355
-5.2026005,-6.0046577,3.9576154,0.07819075,0.035430185,-0.7305948
-3.1483753,-6.0645127,4.462792,-1.1435398,-1.001819,0.752586
-11.432313,-7.941567,2.44448,-0.35430184,0.21624629,-0.54244834
-5.571307,-6.634333,3.3997664,1.0054842,0.7672467,0.04520403
-6.646304,-6.8929067,2.2290018,0.24190263,0.31031954,0.31642818
-5.2241483,-7.8625584,3.406949,0.24678956,0.63285637,-0.19181168
-9.445126,-6.3302693,2.5617957,0.1966986,-0.8332202,0.71593404
-10.362105,-6.615179,2.396596,-0.3213151,0.4886922,-0.45570546
-7.252037,-5.2265425,1.8148049,0.36774087,-0.19792034,0.32253686
-7.007828,-7.6135616,5.183447,0.64996064,0.5155703,-0.6230826
-8.1881695,-5.997475,3.4213142,0.7819075,-2.0744984,-0.88453287
-4.1539397,-5.81791,5.2863975,0.7086037,-0.86498517,-1.6420058
-0.20829555,-5.4539914,8.379706,-0.19303341,-2.3554964,0.7623598
-8.073248,-8.35337,4.9176903,0.06719518,-0.18570304,0.59131753
4.2066126,-6.030994,5.7149596,0.07696902,0.058643065,-0.75136423
3.2513258,-7.1849995,7.1969705,-1.2021828,-1.4306464,0.47525316
-2.4396915,-10.019734,8.078036,0.90285885,0.8503244,-0.79412484
-4.534618,-5.403713,7.1059904,1.2070698,1.459968,0.9492846
6.208165,-5.3318872,9.861717,-0.9651671,0.28710666,1.8069394
-4.8147397,-3.6655228,6.3661823,0.8356637,0.7098254,1.8032742
-9.229648,-1.8315643,7.21373,0.02687807,0.42638394,1.3341297
-10.67814,0.40222588,5.973533,-0.9407325,0.3408628,0.018325957
-3.490746,2.7605145,6.5026517,0.9602802,0.91629785,-0.37384954
-4.88896,-1.115698,8.180987,-0.6414085,0.032986723,0.35918877
